Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,34.0,Surat,Student,,,,Less than 5 hours,Moderate,MD,No,3.0,4.0,No,0
Female,38.0,Ahmedabad,Working Professional,Business Analyst,3.0,3.0,7-8 hours,Healthy,B.Com,No,2.0,5.0,Yes,0
Male,56.0,Nagpur,Working Professional,Researcher,3.0,3.0,Less than 5 hours,Healthy,MCA,No,5.0,2.0,No,0
Female,44.0,Nagpur,Working Professional,Teacher,1.0,3.0,More than 8 hours,Moderate,B.Ed,No,0.0,3.0,No,0
Female,58.0,Nashik,Working Professional,Teacher,5.0,4.0,5-6 hours,Healthy,B.Ed,Yes,11.0,2.0,No,0
Male,39.0,Mumbai,Working Professional,Business Analyst,4.0,2.0,5-6 hours,Unhealthy,M.Tech,Yes,0.0,2.0,Yes,0
Female,57.0,Kolkata,Working Professional,Travel Consultant,4.0,4.0,More than 8 hours,Unhealthy,BHM,Yes,3.0,2.0,No,0
Male,49.0,Mumbai,Working Professional,Teacher,2.0,2.0,5-6 hours,Moderate,LLM,Yes,7.0,1.0,Yes,0
Female,28.0,Indore,Student,,,,7-8 hours,Unhealthy,B.Tech,Yes,8.0,1.0,No,1
Female,49.0,Patna,Working Professional,Educational Consultant,3.0,4.0,More than 8 hours,Moderate,B.Ed,No,5.0,4.0,No,0
Male,21.0,Jaipur,Student,,,,Less than 5 hours,Healthy,B.Com,Yes,10.0,2.0,Yes,0
Female,42.0,Jaipur,Working Professional,UX/UI Designer,4.0,4.0,More than 8 hours,Healthy,M.Tech,No,3.0,4.0,No,0
Female,41.0,Ludhiana,Working Professional,Teacher,2.0,1.0,7-8 hours,Unhealthy,M.Ed,No,0.0,4.0,Yes,0
Male,40.0,Patna,Working Professional,Business Analyst,1.0,1.0,More than 8 hours,Moderate,B.Com,No,9.0,2.0,Yes,0
Female,44.0,Patna,Working Professional,Content Writer,1.0,3.0,5-6 hours,Healthy,B.Ed,No,5.0,5.0,Yes,0
Male,52.0,Meerut,Working Professional,Architect,4.0,3.0,Less than 5 hours,Moderate,M.Tech,No,8.0,2.0,No,0
Female,43.0,Srinagar,Working Professional,Content Writer,2.0,1.0,Less than 5 hours,Healthy,M.Ed,No,3.0,2.0,No,0
Male,28.0,Surat,Student,,,,7-8 hours,Unhealthy,B.Tech,No,6.0,1.0,No,0
Female,35.0,Varanasi,Working Professional,Entrepreneur,1.0,2.0,Less than 5 hours,Healthy,BBA,Yes,8.0,5.0,No,0
Female,23.0,Agra,Student,,,,7-8 hours,Moderate,B.Ed,No,10.0,3.0,Yes,1
Female,38.0,Meerut,Working Professional,Accountant,3.0,2.0,More than 8 hours,Unhealthy,M.Com,No,11.0,4.0,Yes,0
Female,33.0,Srinagar,Student,,,,More than 8 hours,Moderate,MBA,No,7.0,1.0,Yes,0
Female,28.0,Nashik,Working Professional,Financial Analyst,5.0,2.0,Less than 5 hours,Moderate,MBA,Yes,11.0,3.0,No,1
Female,38.0,Visakhapatnam,Working Professional,Business Analyst,1.0,2.0,Less than 5 hours,Moderate,BCA,No,6.0,1.0,No,0
Male,38.0,Bhopal,Working Professional,,1.0,2.0,5-6 hours,Moderate,Class 12,Yes,2.0,3.0,Yes,0
Male,57.0,Bangalore,Working Professional,Content Writer,3.0,2.0,7-8 hours,Healthy,B.Ed,Yes,6.0,5.0,No,0
Female,45.0,Bangalore,Working Professional,Teacher,2.0,3.0,7-8 hours,Healthy,LLM,No,5.0,3.0,No,0
Female,45.0,Bhopal,Working Professional,Content Writer,4.0,2.0,Less than 5 hours,Moderate,PhD,Yes,9.0,3.0,Yes,0
Male,23.0,Visakhapatnam,Student,,,,Less than 5 hours,Healthy,M.Sc,Yes,11.0,3.0,Yes,1
Female,42.0,Pune,Working Professional,Researcher,5.0,2.0,Less than 5 hours,Moderate,B.Tech,No,6.0,1.0,Yes,0
Female,54.0,Patna,Working Professional,Business Analyst,2.0,1.0,5-6 hours,Healthy,B.Com,No,11.0,1.0,Yes,0
Male,50.0,Bangalore,Working Professional,Chef,3.0,3.0,Less than 5 hours,Moderate,BHM,Yes,12.0,4.0,Yes,0
Female,24.0,Kolkata,Student,,,,Less than 5 hours,Moderate,B.Sc,Yes,10.0,4.0,Yes,1
Male,28.0,Bhopal,Student,,,,Less than 5 hours,Moderate,MBA,No,12.0,2.0,Yes,1
Male,43.0,Mumbai,Working Professional,Travel Consultant,1.0,5.0,5-6 hours,Unhealthy,BHM,Yes,0.0,5.0,No,0
Male,50.0,Nagpur,Working Professional,HR Manager,3.0,4.0,More than 8 hours,Unhealthy,MBA,No,6.0,3.0,No,0
Male,36.0,Mumbai,Working Professional,Customer Support,1.0,1.0,More than 8 hours,Unhealthy,BA,Yes,7.0,5.0,No,0
Female,40.0,Nashik,Working Professional,Consultant,5.0,5.0,7-8 hours,Moderate,BBA,Yes,0.0,4.0,Yes,0
Male,53.0,Hyderabad,Working Professional,Teacher,2.0,4.0,Less than 5 hours,Moderate,LLB,No,0.0,4.0,No,0
Male,47.0,Patna,Working Professional,Pharmacist,2.0,2.0,5-6 hours,Moderate,M.Pharm,No,0.0,2.0,No,0
Male,23.0,Ludhiana,Working Professional,Pilot,2.0,2.0,Less than 5 hours,Unhealthy,BCA,Yes,0.0,4.0,No,1
Male,41.0,Meerut,Working Professional,HR Manager,5.0,4.0,5-6 hours,Unhealthy,BBA,No,12.0,2.0,Yes,0
Female,51.0,Vasai-Virar,Working Professional,Consultant,1.0,1.0,5-6 hours,Moderate,B.Sc,Yes,7.0,3.0,No,0
Female,45.0,Kolkata,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Healthy,LLM,No,0.0,2.0,No,0
Male,25.0,Pune,Working Professional,Teacher,5.0,2.0,Less than 5 hours,Unhealthy,B.Ed,Yes,0.0,4.0,No,1
Female,59.0,Thane,Working Professional,,1.0,5.0,7-8 hours,Healthy,Class 12,No,0.0,2.0,Yes,0
Male,58.0,Vadodara,Working Professional,Teacher,4.0,3.0,More than 8 hours,Moderate,B.Arch,No,2.0,3.0,No,0
Female,19.0,Ludhiana,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,0.0,5.0,No,1
Male,27.0,Mumbai,Student,,,,5-6 hours,Moderate,B.Pharm,No,12.0,1.0,Yes,0
Female,21.0,Kolkata,Working Professional,,1.0,5.0,Less than 5 hours,Unhealthy,Class 12,No,12.0,1.0,Yes,0
Male,41.0,Varanasi,Working Professional,Teacher,2.0,2.0,7-8 hours,Moderate,M.Ed,Yes,9.0,5.0,No,0
Male,39.0,Jaipur,Working Professional,Consultant,4.0,5.0,Less than 5 hours,Healthy,B.Com,Yes,7.0,2.0,No,0
Male,56.0,Srinagar,Working Professional,Teacher,1.0,5.0,More than 8 hours,Unhealthy,B.Pharm,No,9.0,5.0,No,0
Male,20.0,Kalyan,Working Professional,,5.0,2.0,Less than 5 hours,Unhealthy,Class 12,No,12.0,4.0,No,0
Male,56.0,Srinagar,Working Professional,Teacher,1.0,5.0,7-8 hours,Unhealthy,M.Ed,Yes,4.0,2.0,No,0
Female,28.0,Agra,Student,,,,More than 8 hours,Unhealthy,B.Ed,No,10.0,1.0,Yes,0
Male,18.0,Vadodara,Working Professional,,1.0,4.0,5-6 hours,Moderate,Class 12,Yes,7.0,1.0,Yes,0
Female,24.0,Bhopal,Student,,,,More than 8 hours,Moderate,MBBS,Yes,6.0,5.0,No,1
Male,18.0,Meerut,Student,,,,Less than 5 hours,Unhealthy,Class 12,No,8.0,3.0,Yes,1
Male,50.0,Agra,Working Professional,Entrepreneur,2.0,5.0,Less than 5 hours,Moderate,BBA,No,5.0,5.0,No,0
Male,44.0,Kalyan,Working Professional,Pilot,1.0,4.0,5-6 hours,Moderate,MCA,Yes,11.0,5.0,No,0
Female,59.0,Chennai,Working Professional,Financial Analyst,4.0,5.0,Less than 5 hours,Unhealthy,B.Tech,No,10.0,3.0,No,0
Male,18.0,Nagpur,Student,,,,7-8 hours,Healthy,Class 12,Yes,2.0,4.0,No,1
Male,44.0,Nashik,Working Professional,Business Analyst,2.0,1.0,7-8 hours,Moderate,B.Com,No,2.0,2.0,Yes,0
Male,46.0,Varanasi,Working Professional,Doctor,3.0,1.0,Less than 5 hours,Moderate,B.Pharm,Yes,7.0,5.0,Yes,0
Male,40.0,Thane,Working Professional,Graphic Designer,2.0,3.0,5-6 hours,Moderate,MCA,No,4.0,4.0,No,0
Male,20.0,Thane,Student,,,,7-8 hours,Healthy,Class 12,Yes,10.0,2.0,No,1
Female,43.0,Chennai,Working Professional,Educational Consultant,3.0,5.0,5-6 hours,Healthy,B.Ed,No,4.0,3.0,No,0
Female,49.0,Indore,Working Professional,Teacher,1.0,2.0,More than 8 hours,Moderate,B.Pharm,No,5.0,2.0,Yes,0
Male,58.0,Mumbai,Working Professional,Pilot,2.0,3.0,7-8 hours,Moderate,MCA,No,7.0,3.0,Yes,0
Female,48.0,Nashik,Working Professional,Research Analyst,5.0,2.0,More than 8 hours,Unhealthy,MBA,No,1.0,1.0,No,0
Male,41.0,Surat,Working Professional,Doctor,1.0,4.0,5-6 hours,Healthy,MBBS,No,9.0,3.0,Yes,0
Male,48.0,Agra,Working Professional,Digital Marketer,4.0,5.0,5-6 hours,Unhealthy,M.Com,Yes,7.0,1.0,Yes,0
Female,18.0,Vasai-Virar,Working Professional,,5.0,2.0,Less than 5 hours,Unhealthy,Class 12,Yes,10.0,4.0,Yes,1
Female,28.0,Vadodara,Working Professional,Architect,2.0,1.0,5-6 hours,Healthy,B.Arch,No,6.0,3.0,Yes,0
Female,28.0,Varanasi,Student,,,,Less than 5 hours,Moderate,M.Com,No,10.0,1.0,No,0
Female,18.0,Chennai,Student,,,,7-8 hours,Moderate,Class 12,Yes,7.0,5.0,Yes,1
Male,38.0,Kolkata,Working Professional,,3.0,5.0,More than 8 hours,Unhealthy,Class 12,No,6.0,4.0,Yes,0
Female,58.0,Delhi,Working Professional,Investment Banker,3.0,2.0,7-8 hours,Moderate,MBA,Yes,0.0,5.0,Yes,0
Female,54.0,Ahmedabad,Working Professional,Entrepreneur,5.0,1.0,Less than 5 hours,Moderate,BE,Yes,0.0,2.0,No,0
Male,59.0,Bangalore,Working Professional,Content Writer,4.0,2.0,5-6 hours,Unhealthy,MCA,No,9.0,2.0,No,0
Male,43.0,Delhi,Working Professional,Sales Executive,3.0,1.0,Less than 5 hours,Healthy,BBA,No,1.0,2.0,No,0
Male,54.0,Varanasi,Working Professional,Teacher,2.0,2.0,7-8 hours,Moderate,M.Pharm,No,5.0,4.0,Yes,0
Female,48.0,Ahmedabad,Working Professional,Teacher,1.0,2.0,Less than 5 hours,Moderate,B.Arch,Yes,0.0,4.0,No,0
Female,24.0,Patna,Student,,,,Less than 5 hours,Moderate,B.Ed,No,8.0,3.0,No,1
Male,22.0,Rajkot,Working Professional,Data Scientist,3.0,1.0,7-8 hours,Healthy,BCA,No,0.0,4.0,Yes,1
Male,35.0,Kolkata,Working Professional,Chemist,4.0,1.0,7-8 hours,Unhealthy,B.Pharm,No,11.0,3.0,No,0
Female,36.0,Varanasi,Working Professional,,1.0,1.0,7-8 hours,Unhealthy,Class 12,No,4.0,2.0,No,0
Female,60.0,Bhopal,Working Professional,Marketing Manager,3.0,3.0,More than 8 hours,Moderate,BA,Yes,6.0,5.0,No,0
Male,25.0,Kanpur,Working Professional,Teacher,5.0,1.0,Less than 5 hours,Moderate,B.Arch,Yes,7.0,5.0,No,1
Female,44.0,Kalyan,Working Professional,Teacher,5.0,1.0,5-6 hours,Healthy,B.Arch,No,9.0,1.0,No,0
Female,54.0,Meerut,Working Professional,Architect,3.0,2.0,7-8 hours,Unhealthy,B.Arch,No,10.0,5.0,No,0
Male,47.0,Vadodara,Working Professional,Consultant,1.0,2.0,5-6 hours,Unhealthy,B.Com,No,10.0,1.0,Yes,0
Male,57.0,Kalyan,Working Professional,Architect,4.0,1.0,5-6 hours,Moderate,B.Arch,No,6.0,2.0,Yes,0
Male,51.0,Varanasi,Working Professional,Chef,3.0,2.0,7-8 hours,Moderate,MHM,Yes,0.0,1.0,No,0
Female,45.0,Meerut,Working Professional,Consultant,4.0,1.0,More than 8 hours,Healthy,PhD,Yes,9.0,5.0,Yes,0
Female,37.0,Meerut,Working Professional,Architect,4.0,4.0,7-8 hours,Healthy,B.Arch,No,12.0,1.0,Yes,0
Female,19.0,Lucknow,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,11.0,2.0,No,1
Male,43.0,Lucknow,Working Professional,Pharmacist,5.0,1.0,Less than 5 hours,Moderate,MBBS,No,11.0,5.0,Yes,0
Male,20.0,Kolkata,Student,,,,More than 8 hours,Unhealthy,Class 12,No,8.0,1.0,Yes,0
Male,25.0,Nashik,Working Professional,Graphic Designer,5.0,2.0,More than 8 hours,Healthy,B.Tech,Yes,11.0,3.0,Yes,1
Male,56.0,Faridabad,Working Professional,Architect,3.0,5.0,7-8 hours,Unhealthy,B.Arch,Yes,5.0,4.0,No,0
Male,38.0,Meerut,Working Professional,Financial Analyst,1.0,4.0,7-8 hours,Healthy,B.Com,No,5.0,5.0,No,0
Female,28.0,Meerut,Student,,,,5-6 hours,Moderate,B.Com,Yes,4.0,3.0,No,1
Male,47.0,Kalyan,Working Professional,Teacher,1.0,1.0,7-8 hours,Healthy,B.Com,No,10.0,5.0,No,0
Male,41.0,Chennai,Working Professional,Lawyer,5.0,5.0,7-8 hours,Healthy,LLB,No,12.0,4.0,No,0
Female,57.0,Patna,Working Professional,Pharmacist,3.0,4.0,7-8 hours,Moderate,B.Pharm,No,11.0,1.0,Yes,0
Female,43.0,Surat,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Moderate,B.Ed,No,8.0,2.0,Yes,0
Male,30.0,Kalyan,Student,,,,7-8 hours,Healthy,M.Sc,No,1.0,1.0,No,0
Male,36.0,Rajkot,Working Professional,Plumber,2.0,1.0,More than 8 hours,Healthy,MCA,Yes,11.0,5.0,No,0
Male,46.0,Visakhapatnam,Working Professional,Travel Consultant,2.0,1.0,7-8 hours,Unhealthy,MHM,No,6.0,5.0,No,0
Female,26.0,Surat,Student,,,,Less than 5 hours,Healthy,B.Com,Yes,12.0,5.0,No,1
Female,31.0,Kalyan,Working Professional,Teacher,4.0,2.0,More than 8 hours,Healthy,M.Ed,Yes,0.0,5.0,No,0
Female,43.0,Srinagar,Working Professional,Researcher,3.0,4.0,5-6 hours,Unhealthy,MCA,No,3.0,3.0,No,0
Male,18.0,Pune,Working Professional,,1.0,5.0,7-8 hours,Unhealthy,Class 12,No,0.0,2.0,Yes,0
Male,23.0,Kalyan,Working Professional,Teacher,5.0,4.0,More than 8 hours,Moderate,B.Ed,Yes,9.0,1.0,Yes,0
Female,38.0,Faridabad,Working Professional,Financial Analyst,4.0,5.0,5-6 hours,Moderate,BCA,No,10.0,4.0,Yes,0
Female,43.0,Rajkot,Working Professional,Sales Executive,4.0,2.0,More than 8 hours,Healthy,MBA,No,1.0,1.0,Yes,0
Female,25.0,Ludhiana,Working Professional,Teacher,5.0,5.0,More than 8 hours,Healthy,B.Arch,No,7.0,4.0,Yes,0
Male,22.0,Lucknow,Working Professional,Sales Executive,2.0,5.0,5-6 hours,Unhealthy,B.Com,No,2.0,4.0,Yes,0
Male,52.0,Bhopal,Working Professional,Teacher,1.0,3.0,7-8 hours,Moderate,MBBS,Yes,11.0,5.0,No,0
Male,50.0,Rajkot,Working Professional,Financial Analyst,4.0,5.0,More than 8 hours,Unhealthy,MBA,No,9.0,1.0,No,0
Female,47.0,Thane,Working Professional,Lawyer,3.0,3.0,More than 8 hours,Healthy,LLB,Yes,8.0,5.0,Yes,0
Male,56.0,Kalyan,Working Professional,Lawyer,5.0,1.0,More than 8 hours,Moderate,LLB,No,10.0,1.0,No,0
Male,51.0,Ghaziabad,Working Professional,Entrepreneur,3.0,3.0,Less than 5 hours,Healthy,M.Sc,No,5.0,3.0,No,0
Male,55.0,Agra,Working Professional,Entrepreneur,4.0,5.0,More than 8 hours,Unhealthy,BBA,Yes,2.0,3.0,Yes,0
Female,39.0,Kanpur,Working Professional,Entrepreneur,1.0,2.0,Less than 5 hours,Moderate,B.Sc,Yes,10.0,1.0,Yes,0
Male,43.0,Rajkot,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Moderate,BBA,No,10.0,2.0,Yes,0
Female,20.0,Srinagar,Working Professional,,5.0,1.0,7-8 hours,Unhealthy,Class 12,Yes,9.0,5.0,Yes,1
Female,33.0,Ludhiana,Student,,,,7-8 hours,Healthy,B.Ed,Yes,6.0,2.0,Yes,0
Male,27.0,Varanasi,Student,,,,Less than 5 hours,Moderate,BHM,Yes,11.0,3.0,Yes,1
Female,21.0,Nagpur,Student,,,,Less than 5 hours,Healthy,B.Com,Yes,11.0,5.0,Yes,1
Female,36.0,Nagpur,Working Professional,Teacher,3.0,1.0,More than 8 hours,Healthy,LLB,No,9.0,1.0,No,0
Male,33.0,Vasai-Virar,Working Professional,Financial Analyst,3.0,1.0,Less than 5 hours,Moderate,M.Com,No,3.0,2.0,Yes,0
Male,57.0,Nagpur,Working Professional,Architect,1.0,5.0,Less than 5 hours,Unhealthy,B.Arch,Yes,3.0,4.0,No,0
Female,49.0,Vadodara,Working Professional,Consultant,1.0,5.0,Less than 5 hours,Moderate,M.Tech,No,3.0,5.0,Yes,0
Female,57.0,Surat,Working Professional,Plumber,4.0,3.0,Less than 5 hours,Moderate,B.Sc,No,2.0,2.0,Yes,0
Female,55.0,Ludhiana,Working Professional,Pharmacist,3.0,4.0,More than 8 hours,Healthy,B.Pharm,No,9.0,1.0,Yes,0
Female,20.0,Ahmedabad,Student,,,,7-8 hours,Moderate,Class 12,Yes,2.0,2.0,No,0
Male,50.0,Varanasi,Working Professional,Teacher,2.0,2.0,7-8 hours,Unhealthy,B.Ed,Yes,3.0,1.0,No,0
Female,52.0,Patna,Working Professional,Content Writer,2.0,4.0,5-6 hours,Unhealthy,M.Ed,No,4.0,4.0,Yes,0
Female,26.0,Patna,Student,,,,Less than 5 hours,Moderate,LLB,Yes,5.0,5.0,No,1
Male,33.0,Meerut,Student,,,,7-8 hours,Unhealthy,LLB,No,1.0,2.0,Yes,0
Male,36.0,Varanasi,Working Professional,Content Writer,5.0,2.0,Less than 5 hours,Unhealthy,M.Ed,No,11.0,4.0,Yes,0
Female,44.0,Surat,Working Professional,Teacher,1.0,4.0,5-6 hours,Moderate,B.Ed,Yes,10.0,4.0,No,0
Female,34.0,Bangalore,Working Professional,Software Engineer,5.0,5.0,7-8 hours,Moderate,BCA,Yes,10.0,4.0,Yes,0
Male,20.0,Visakhapatnam,Working Professional,,3.0,3.0,Less than 5 hours,Moderate,Class 12,Yes,3.0,5.0,Yes,1
Female,38.0,Chennai,Working Professional,Accountant,4.0,3.0,More than 8 hours,Unhealthy,B.Com,Yes,7.0,4.0,No,1
Male,18.0,Chennai,Student,,,,7-8 hours,Healthy,Class 12,Yes,5.0,1.0,No,0
Female,44.0,Patna,Working Professional,Customer Support,2.0,1.0,Less than 5 hours,Moderate,BA,Yes,0.0,2.0,Yes,0
Female,23.0,Nagpur,Student,,,,Less than 5 hours,Moderate,BBA,Yes,12.0,5.0,No,1
Female,47.0,Meerut,Working Professional,Consultant,5.0,1.0,5-6 hours,Unhealthy,M.Sc,Yes,9.0,4.0,Yes,0
Male,59.0,Delhi,Working Professional,Judge,5.0,3.0,7-8 hours,Moderate,LLB,No,7.0,3.0,No,0
Female,43.0,Mumbai,Working Professional,,5.0,1.0,5-6 hours,Unhealthy,Class 12,No,8.0,5.0,No,0
Male,49.0,Kalyan,Working Professional,Teacher,3.0,1.0,More than 8 hours,Healthy,B.Com,No,8.0,4.0,No,0
Female,45.0,Vadodara,Working Professional,Teacher,3.0,3.0,Less than 5 hours,Moderate,B.Arch,Yes,6.0,5.0,Yes,0
Female,54.0,Kalyan,Working Professional,Teacher,2.0,4.0,5-6 hours,Unhealthy,BA,Yes,11.0,1.0,No,0
Male,49.0,Vadodara,Working Professional,Teacher,5.0,1.0,Less than 5 hours,Unhealthy,M.Com,Yes,2.0,2.0,Yes,0
Male,20.0,Visakhapatnam,Student,,,,5-6 hours,Unhealthy,Class 12,No,12.0,4.0,No,0
Male,18.0,Indore,Working Professional,,5.0,4.0,7-8 hours,Moderate,Class 12,No,9.0,3.0,No,0
Male,47.0,Mumbai,Working Professional,Plumber,2.0,1.0,More than 8 hours,Unhealthy,PhD,Yes,11.0,3.0,Yes,0
Male,53.0,Nagpur,Working Professional,Lawyer,4.0,3.0,Less than 5 hours,Unhealthy,LLM,Yes,9.0,3.0,Yes,0
Male,25.0,Thane,Student,,,,Less than 5 hours,Healthy,M.Sc,No,8.0,1.0,No,0
Female,51.0,Vadodara,Working Professional,Teacher,5.0,1.0,7-8 hours,Moderate,B.Arch,No,5.0,5.0,Yes,0
Male,44.0,Delhi,Working Professional,Teacher,3.0,1.0,7-8 hours,Unhealthy,MBBS,No,5.0,2.0,Yes,0
Female,33.0,Chennai,Student,,,,5-6 hours,Healthy,MA,Yes,3.0,3.0,Yes,1
Female,59.0,Surat,Working Professional,Teacher,1.0,1.0,More than 8 hours,Unhealthy,MCA,No,7.0,1.0,Yes,0
Female,49.0,Thane,Working Professional,Business Analyst,2.0,3.0,5-6 hours,Healthy,B.Com,No,5.0,4.0,Yes,0
Female,42.0,Ahmedabad,Working Professional,Consultant,4.0,2.0,More than 8 hours,Healthy,MBA,No,12.0,2.0,No,0
Female,60.0,Kolkata,Working Professional,Chemist,2.0,5.0,5-6 hours,Unhealthy,B.Pharm,No,9.0,3.0,Yes,0
Female,40.0,Agra,Working Professional,Researcher,3.0,5.0,7-8 hours,Healthy,B.Sc,No,6.0,5.0,No,0
Male,41.0,Faridabad,Working Professional,Pharmacist,5.0,4.0,5-6 hours,Healthy,MD,No,0.0,2.0,Yes,0
Male,43.0,Ludhiana,Working Professional,Business Analyst,1.0,2.0,7-8 hours,Moderate,M.Sc,Yes,10.0,3.0,Yes,0
Female,45.0,Kanpur,Working Professional,Civil Engineer,2.0,2.0,Less than 5 hours,Unhealthy,MCA,No,1.0,1.0,Yes,0
Female,52.0,Pune,Working Professional,Teacher,4.0,1.0,More than 8 hours,Moderate,B.Ed,No,1.0,5.0,No,0
Female,33.0,Mumbai,Student,,,,More than 8 hours,Moderate,M.Sc,No,1.0,3.0,No,0
Female,22.0,Lucknow,Student,,,,Less than 5 hours,Healthy,BCA,Yes,8.0,3.0,Yes,1
Female,46.0,Patna,Working Professional,Architect,2.0,1.0,Less than 5 hours,Moderate,BE,No,9.0,4.0,Yes,0
Female,25.0,Rajkot,Working Professional,Teacher,2.0,4.0,Less than 5 hours,Unhealthy,B.Arch,No,0.0,2.0,Yes,0
Female,33.0,Chennai,Student,,,,More than 8 hours,Healthy,M.Tech,No,11.0,3.0,No,0
Male,54.0,Kolkata,Working Professional,Pilot,3.0,1.0,7-8 hours,Moderate,M.Tech,No,6.0,5.0,No,0
Male,20.0,Lucknow,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,6.0,5.0,No,1
Male,59.0,Vadodara,Working Professional,Travel Consultant,5.0,4.0,5-6 hours,Unhealthy,BHM,Yes,10.0,2.0,No,0
Male,56.0,Jaipur,Working Professional,Teacher,5.0,2.0,More than 8 hours,Healthy,M.Com,No,6.0,3.0,No,0
Male,28.0,Chennai,Working Professional,Researcher,1.0,4.0,5-6 hours,Moderate,M.Sc,No,0.0,1.0,No,0
Female,39.0,Bangalore,Working Professional,Chemist,3.0,2.0,More than 8 hours,Healthy,B.Pharm,Yes,1.0,3.0,No,0
Male,47.0,Mumbai,Working Professional,Investment Banker,1.0,5.0,7-8 hours,Healthy,BBA,Yes,4.0,4.0,Yes,0
Male,39.0,Faridabad,Working Professional,Financial Analyst,5.0,1.0,More than 8 hours,Healthy,B.Com,No,11.0,2.0,No,0
Male,33.0,Ghaziabad,Working Professional,HR Manager,5.0,3.0,7-8 hours,Unhealthy,MA,Yes,11.0,2.0,Yes,0
Female,19.0,Thane,Student,,,,More than 8 hours,Healthy,Class 12,Yes,7.0,4.0,No,0
Female,34.0,Kolkata,Working Professional,,1.0,4.0,Less than 5 hours,Unhealthy,Class 12,Yes,7.0,1.0,Yes,0
Male,34.0,Kanpur,Working Professional,Teacher,3.0,4.0,7-8 hours,Healthy,M.Ed,No,4.0,4.0,No,0
Female,54.0,Nagpur,Working Professional,,3.0,2.0,5-6 hours,Moderate,MCA,Yes,7.0,5.0,Yes,0
Male,21.0,Pune,Student,,,,Less than 5 hours,Moderate,Class 12,No,8.0,1.0,Yes,1
Female,30.0,Vasai-Virar,Working Professional,Travel Consultant,5.0,2.0,5-6 hours,Unhealthy,MHM,No,9.0,2.0,No,1
Male,28.0,Mumbai,Student,,,,More than 8 hours,Healthy,MA,No,11.0,5.0,No,0
Male,19.0,Ludhiana,Student,,,,7-8 hours,Healthy,Class 12,Yes,3.0,3.0,No,0
Female,36.0,Kolkata,Working Professional,Architect,2.0,1.0,5-6 hours,Moderate,MCA,Yes,1.0,4.0,Yes,0
Female,18.0,Vadodara,Working Professional,,5.0,4.0,7-8 hours,Unhealthy,Class 12,Yes,4.0,4.0,Yes,1
Male,42.0,Jaipur,Working Professional,UX/UI Designer,1.0,5.0,More than 8 hours,Healthy,MCA,Yes,2.0,2.0,No,0
Male,32.0,Lucknow,Student,,,,Less than 5 hours,Moderate,BCA,Yes,8.0,5.0,No,1
Male,23.0,Jaipur,Student,,,,7-8 hours,Moderate,B.Com,Yes,8.0,3.0,No,0
Female,31.0,Patna,Student,,,,7-8 hours,Healthy,MA,No,6.0,4.0,Yes,0
Male,53.0,Ghaziabad,Working Professional,Customer Support,4.0,3.0,Less than 5 hours,Moderate,M.Com,Yes,0.0,3.0,Yes,0
Male,48.0,Ahmedabad,Working Professional,Teacher,2.0,1.0,More than 8 hours,Moderate,B.Ed,No,0.0,5.0,Yes,0
Female,45.0,Indore,Working Professional,,4.0,3.0,More than 8 hours,Unhealthy,Class 12,No,4.0,2.0,No,0
Female,21.0,Srinagar,Student,,,,Less than 5 hours,Healthy,BHM,Yes,11.0,4.0,No,1
Male,31.0,Bangalore,Working Professional,Plumber,5.0,1.0,5-6 hours,Unhealthy,PhD,Yes,11.0,2.0,Yes,1
Female,28.0,Delhi,Student,,,,Less than 5 hours,Healthy,BCA,Yes,8.0,2.0,No,0
Male,28.0,Patna,Student,,,,7-8 hours,Unhealthy,B.Com,No,12.0,2.0,Yes,0
Male,58.0,Vasai-Virar,Working Professional,Teacher,2.0,2.0,More than 8 hours,Moderate,B.Arch,No,9.0,5.0,Yes,0
Female,40.0,Vadodara,Working Professional,Consultant,5.0,5.0,5-6 hours,Healthy,MBA,No,12.0,5.0,No,0
Male,18.0,Nagpur,Working Professional,,1.0,3.0,More than 8 hours,Healthy,Class 12,No,8.0,3.0,No,0
Male,31.0,Patna,Student,,,,Less than 5 hours,Healthy,Class 12,Yes,12.0,5.0,No,1
Male,36.0,Indore,Working Professional,,3.0,4.0,5-6 hours,Unhealthy,Class 12,No,7.0,2.0,No,0
Male,40.0,Kolkata,Working Professional,Pilot,1.0,4.0,7-8 hours,Unhealthy,BE,No,6.0,4.0,Yes,0
Male,47.0,Vadodara,Working Professional,Digital Marketer,1.0,2.0,Less than 5 hours,Moderate,BA,Yes,3.0,4.0,Yes,0
Female,18.0,Nashik,Working Professional,,5.0,5.0,5-6 hours,Moderate,Class 12,Yes,10.0,2.0,No,1
Male,53.0,Varanasi,Working Professional,UX/UI Designer,3.0,1.0,More than 8 hours,Moderate,B.Sc,Yes,2.0,4.0,Yes,0
